status	company_name	meetings	founder	high_concept	industry	focus	field	notes	company_url	discussion	Notes2	metwith	dateapplied	location	description
	DoWhop		Rae Lietzau	DoWhop is the P2P marketplace where you buy and sell what you do. We connect people who wish to host an activity with others who want to join them. Book someone's personalized experience online, then meet them in person to do whop you love.	Marketplace		Marketplace		http://www.dowhop.com			EvoCompanies2016		LA	 Met With: EvoCompanies2016
	eBoost		MARSHALL LONG	eBoost is providing online service in match betting, find partner your win the amount exchange for money.	eSports		eSports		http://www.eboost.info/					Santa Monica	
	Ecovent		Dipul Patel, Yoel Kelman, Shawn Rose, Nick Lancaster	Powered HVAC vent 	Connected Home, Residential Energy Efficiency, Heating, Ventilation, and Air Conditioning, HVAC, Smart Homes, and Internet of Things	B2C	Connected Home, Residential Energy Efficiency, Heating, Ventilation, and Air Conditioning, HVAC, Smart Homes, and Internet of Things. Focus : B2C		https://www.ecoventsystems.com					San Diego	
	Ecovent		Dipul Patel	Smart Vent	Smart Home,  Hvac, Internet of Things, Health and Wellness 	B2C	Smart Home,  Hvac, Internet of Things, Health and Wellness . Focus : B2C		https://www.ecoventsystems.com/					San Diego	
n/a	EdgeIQ			EdgeIQ provides simple and easy to use software tools to organize and transform industrial data to operational decisions.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Edico Genome		Pieter van Rooyen	Our vision is to revolutionize genome sequencing analysis by providing unprecedented speed, scale and accuracy.	Genetics, Biotechnology, Big Data		Genetics, Biotechnology, Big Data		http://www.edicogenome.com/					La Jolla	
?	Egge		Justin J Feng											San Diego	
	Elevada		Peter Dresslar, Mike Wienick	Elevada's Curator platform provides self-service data preparation tools that collect, clean and transform data from various file types, formats and data sources without requiring expensive and time consuming IT intervention, project staffing and related delays.	Data Mining, Database, Enterprise Software		Data Mining, Database, Enterprise Software		http://www.elevada.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Elevada		Peter Dresslar, Mike Wienick	Curator lets you combine, build, and publish flexible, consistent datasets from disparate, inconsistent scraps of data.	Data management, Data preparation, Extract transform and load, and Load transform and extract		Data management, Data preparation, Extract transform and load, and Load transform and extract		http://www.elevada.com/						
	eLux Medical			eLux Medical is a medical technology company that offers a nanomedicine approach to liposuction.	Medical, Nanotechnology		Medical, Nanotechnology		http://eluxmedical.com/					San Diego	
	Email Copilot		Bryan Hall, Al Bsharah	email marketing	Business Intelligence, Email, Big Data, Predictive Analytics		Business Intelligence, Email, Big Data, Predictive Analytics		http://www.emailcopilot.com					New York	
n/a	Embrace			We make smart clothing that is able to prevent, protect, and alert against falls in older adults. This gives the older adults and their family peace of mind.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Emojize													San Diego	
n/a	Englue													San Diego	
n/a	Enhanced Simulation Technologies			Enhanced Simulation Technologies (EST) has developed a speech recognition based system for training/testing pilots and ground personnel in ATC procedures.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Enroll Hero		Bryan Kokol, Mark Lee	Enroll Hero is the personalized recommendation engine for Medicare.	Insurance, Healthcare		Insurance, Healthcare		www.enrollhero.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Envision Solar Intl (Public)		Jay Potter, Desmond Wheatley	Envision Solar, a manufacturer of solar installations for parking facilities, produces clean energy and improves aesthetics of parking lots.	Solar, Sustainability		Solar, Sustainability		http://envisionsolar.com					San Diego	
?	ePatels		Milan											San Diego	
	EpiSys Science, Inc. (EpiSci)			Powered by our Tactical AI technologies, our autonomous UAV swarm systems (SwarmSense) and autonomous RF situational awareness systems (HiReS) solve real- _world problems for military and civilian applications.	AI, Radio Networking		AI, Radio Networking		http://episci-inc.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Etalon Sciences			We are a marketplace for health science R&D data. the ebay of health science. Our mission is to democratize access to proprietary health science knowledge to enable faster, smarter R&D.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Everyone Counts		Lori Steele Contorer	Everyone Counts provides secure multi-channel voting solutions for voters, election officials, and poll workers internationally.	Internet, Consulting, Enterprise Software		Internet, Consulting, Enterprise Software		http://www.everyonecounts.com					San Diego	
	Evincebio		Paulo Rangel	Evince Biosciences is a next generation drug discovery company with a discovery platform that applies artificial intelligence to the discovery process and an internal program targeting cancer immunotherapy.	Biotech, Machine Learning, Lead optimization, Drug discovery, and Artificial Intelligence		Biotech, Machine Learning, Lead optimization, Drug discovery, and Artificial Intelligence		http://www.evincebio.com/					San Diego	
	Excursion			Excursion is an advertising platform that brings together augmented reality applications and 3D advertising content.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Exposure Tracker		Chris Corrivea	SaaS for documenting accidents during public safety jobs; specifically for firefighters.	Public Safety, Computer Software, SaaS	B2C	Public Safety, Computer Software, SaaS. Focus : B2C		www.vaultexposuretracker.com		2017	Allison, Andy, Eric, Kelly, Josh		San Diego	 ,2017 Met With: Allison, Andy, Eric, Kelly, Josh
	eZtory		Anton Lobach, Helena Constantinidis	eZtory brings an affordable Augmented Reality (AR) solution of a Virtual Fitting Room for brick-and-mortal stores.It combines AR with 3D, and AI domain adaptive neural networks for object recognition technologies.	AR, Augmented Reality, AI, Artificial Intelligence, VR, Virtual Reality, E-Commerce, 3D, and Product Catalogs		AR, Augmented Reality, AI, Artificial Intelligence, VR, Virtual Reality, E-Commerce, 3D, and Product Catalogs		https://eZtory.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Factor Technologies Inc.			Factory is a software company building a performance management tool - Factory. Factory helps teams and organizations improve productivity.	SaaS, Project Management		SaaS, Project Management		https://factory.zone					San Diego	
	FanPics		Dan Magy, Marco Correia, Victor Chen, William Dickinson	Photo sharing in arena w/ a social media and ad element 	Internet, Social Media, Sports, Apps, Events, Mobile	B2B 	Internet, Social Media, Sports, Apps, Events, Mobile. Focus : B2B 		https://www.fanpics.com/					San Diego	
	fashioning change		Kevin Ball, Adriana Herrera	Fashioning Change is an online marketplace providing personalized fashion product recommendations that are branded and eco-friendly.	GreenTech, E-Commerce, Big Data, Fashion		GreenTech, E-Commerce, Big Data, Fashion		http://fashioningchange.com					San Diego	
	FASTech, LLC.			FASTech is a video compression company founded as a spinoff of 10+ years of academic research for the LIGO project (http://www.ligo.caltech.edu, likely to win the 2017 Nobel Prize in Physics) in real time analytics, compression and sparse representations.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
*	Field Logix		Yukon Palmer	FieldLogix is an IoT company that offers fleet management and employee monitoring solutions	Mobile Apps, Intellectual Property, Logistics, Software, Internet of Things		Mobile Apps, Intellectual Property, Logistics, Software, Internet of Things		http://www.fieldtechnologies.com					San Diego	
	find me gluten free		Jen Cafferty	gluten-free restaurant directory.	Business Listings, Gluten Free, Gluten Free Promotion, Gluten Free Businesses, Gluten Free Community, Social Media, Mobile App, Business Listing Website, and Restaurant Finder		Business Listings, Gluten Free, Gluten Free Promotion, Gluten Free Businesses, Gluten Free Community, Social Media, Mobile App, Business Listing Website, and Restaurant Finder		http://www.findmeglutenfree.com					San Diego	
	Fiveforty		Paul Myers					Website doesn't work	http://www.fivefortymarketing.com/						Notes : Website doesn't work
n/a	FoodTap													San Diego	
n/a	ForFit													San Diego	
	Forged Elite, Inc (Kilmodo)			WOD and performance tracking for the extreme fitness community	Fitness, Health Care, Analytics, Communities		Fitness, Health Care, Analytics, Communities		https://www.kilomodo.com/					San Diego	
	Formilla.com		Zaia Gilyana	Live chat widget for websites	Widget, Live chat		Widget, Live chat		http://www.formilla.com/						
	Founderly		Mark Benning	Founderly.co enables peer advisory groups, led by experienced entrepreneur coaches, for seed-funded tech startup founders to discuss and share leadership issues and fundraising challenges.		B2B	. Focus : B2B		founderly.co					San Diego	
	Frequentz		Greg Seremetis	Frequentz is a technology driven company and a leader in providing comprehensive serialized data warehousing, traceability, and information management solutions which help to improve productivity, enhance product quality, and increase profitability.	Information Technology and Services		Information Technology and Services		http://frequentz.com/						
n/a	Fresca Medical		John Cox	CPAP device/therapy	Medical Device, Health Care, Medical		Medical Device, Health Care, Medical							San Diego	
	fypio		John Kvasnic, Michael Koh	House hunting App	Machine Learning, Analytics, Real Estate, Big Data, Mobile	B2C	Machine Learning, Analytics, Real Estate, Big Data, Mobile. Focus : B2C		acquired by openhouse					Canada	
n/a	Geneva CleanTech Inc.													San Diego	
	GigaIO Networks		Alan Benjamin	GigaIO enables the data center applications of tomorrow by solving the #1 problem in the data center today; slow interconnect performance. T	Storage, Computer networking		Storage, Computer networking		http://www.gigaionet.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Gigaionet.com		Alan Benjamin											San Diego	
	Gingershots		Zeyad Moussa	Ginger shots 	Food and beverage, Consumer	B2B	Food and beverage, Consumer. Focus : B2B		www.gingershots.com					San Diego	
	Glyd App		Monika Bhasin	GLYD helps travelers connect with locals to have true local experiences on their trips through locally curated itineraries and services.	Mobile App		Mobile App		https://itunes.apple.com/us/app/glyd/id986393500?mt=8						
	Go Ghost LLC		Erik Anderson	Harnessing information that has been previously discarded, Evotis gives users the power to do things previously thought impossible with a single render. The goal is to reduce iteration, storage, processing, and man hours so computer graphics artists can be artists.	Computer Software, Rendering, Compositing, Image Formats, Virtual Reality, Visual Effects, Animation, Graphic Design, Visualization, Automotive Design, Architectural Design, and Media & Entertainment		Computer Software, Rendering, Compositing, Image Formats, Virtual Reality, Visual Effects, Animation, Graphic Design, Visualization, Automotive Design, Architectural Design, and Media & Entertainment		https://www.go-ghost.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	GoFastCab (acq. by Total Transit)													San Diego	
	Goformz		Jeff Fildey, Jonathan McIntire, Jason Craven, Andrew Stevens, Jason Freitas, Jonathan Stevens	GoFormz is helping customers to transform into data-driven businesses with its mobile-first business productivity platform.	SaaS, Developer Tools, Cloud Computing, Mobile		SaaS, Developer Tools, Cloud Computing, Mobile		http://www.goformz.com					San Diego	
	Gofundme		Andrew Ballester, Brad Damphousse,	Crowdfunding Platform 	Crowdfunding, Angel Investment, Events	B2C	Crowdfunding, Angel Investment, Events. Focus : B2C		www.gofundme.com					San Diego	
	GolfMDs			Online Booking platform for Golf Lessons	P2P, consumer, social media	P2P	P2P, consumer, social media. Focus : P2P		http://www.golfmds.com					San Diego	
	GoShare		Shaun Savage, Assaf Karmon	GoShare connects truck and van owners with businesses & people who need to move, deliver or haul large items on demand.	Transportation, Automotive, Software	B2B	Transportation, Automotive, Software. Focus : B2B		https://www.goshare.co					San Diego	
	GoShare		Shaun Savage	GoShare connects drivers who have a pickup truck or cargo van with people and businesses nearby who need help moving, hauling, or delivering large items on demand. Your GoShare driver will help you load and unload your cargo.	Delivery On Demand, Van Rental, Truck Rentals, Moving On Demand, Transportation Services, Pickup Truck Rental, and Sharing Economy		Delivery On Demand, Van Rental, Truck Rentals, Moving On Demand, Transportation Services, Pickup Truck Rental, and Sharing Economy		http://www.goshare.co					San Diego	
n/a	GreekRush													San Diego	
	Green Kid Crafts		Penny Bauder, Sue Sears	Eco-Friendly Craft Subscription Service	E-Commerce, Service Industry, Green Consumer Goods		E-Commerce, Service Industry, Green Consumer Goods		http://www.greenkidcrafts.com					San Diego	
n/a	Greg Tudryn Industries			Our business disrupts and expands the current landscape of mechanical energy harvesting using flexible membranes and coatings to convert mechanical motion, pressure, and vibration into power.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Greyble		Chiara Dorigo	greywater recycling system	renewables, environment, Sustainability, Cleantech, Water Conservation, and Greywater Recycling		renewables, environment, Sustainability, Cleantech, Water Conservation, and Greywater Recycling		https://www.facebook.com/greyble/					San Diego	
	GroGuru		Farooq	Digitization of the plant life cycle & soil monitoring 	SaaS, Mobile		SaaS, Mobile		http://groguru.com/					San Diego	
	Grolltex		Jeffrey Draa, Aliaksandr Zaretski	Grolltex for 'graphene-rolling-technologies' is an early stage company with breakthrough technology in the field of CVD graphene production	Nanotechnology		Nanotechnology		https://grolltex.com					San Diego	
	GroundMetrics		George Eiskamp	Subsurface surveying and imaging services, primarily to the oil and gas industry.	Oil & Gas Reservoir Monitoring, IOR/EOR, CO2 Sequestration Monitoring, Hydraulic Fracturing Monitoring, Formation Characterization and Evaluation, Geothermal Exploration, and Resistivity Mapping		Oil & Gas Reservoir Monitoring, IOR/EOR, CO2 Sequestration Monitoring, Hydraulic Fracturing Monitoring, Formation Characterization and Evaluation, Geothermal Exploration, and Resistivity Mapping		http://www.GroundMetrics.com					San Diego	
	GroupSolver		Rastislav Ivanic	Market research solutions	Market Research, Crowdsourcing, Collaborative problem solving, and Consulting		Market Research, Crowdsourcing, Collaborative problem solving, and Consulting		https://groupsolver.com					San Diego	
	Gryphon Connect Security		John Wu and Arup	Wireless routing security	Hardware & SaaS	B2B2C	Hardware & SaaS. Focus : B2B2C	Just finished Connect Springboard Program	https://www.gryphonconnect.com/			Allison, Eric, Taner & Cait		San Diego	Notes : Just finished Connect Springboard Program Met With: Allison, Eric, Taner & Cait
	Hardin Scientific, Inc.		Aaron Hardin	Hardin Scientific, Inc. is a premium laboratory equipment manufacturer for the R&D and GMP sectors of the Biotechnology community. Our equipment breaks the mold of the generic one-size-fits-all solutions by providing laboratories fully-customizable equipment tailored to the experiments specific needs.	BioTech, IoT, Laboratory Equipment Engineering, Laboratory Equipment, Laboratory Equipment Manufacturing		BioTech, IoT, Laboratory Equipment Engineering, Laboratory Equipment, Laboratory Equipment Manufacturing		http://www.HardinScientific.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Healmet		Jason Drury, Mark Baker	HealMet is a bioinformatics data management company making the next generation of consumer long term use medical devices	Health, Fitness, Wellness, Data		Health, Fitness, Wellness, Data		http://www.healmet.com/					San Diego	
	Healthcentrix (Prevvy.co)		Alejandro Salsamendi	Prevvy is a Connected health ecosystem where patients, families, and providers collaborate with each other in the care continuum, in order to get better outcomes, better patient engagement, and patient experience.	Healthcare, personal health, analytics		Healthcare, personal health, analytics		http://www.healthcentrix.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	HeartBeat		Abinash Tiwari	Internet marketing service	Marketing Service, product/services, product review	B2C	Marketing Service, product/services, product review. Focus : B2C		GetHeartBeat.co					San Diego	
n/a	HeatSeq, Inc			HeatSeq is overcoming the technical hurdles of High Resolution Melt fingerprinting of DNA to enable broad-based, rapid pathogen detection. The company's current market focus is clinical diagnosis of bacteremia, where rapid broad-based bacterial pathogen detection will ensure timely and accurate diagnosis and treatment, leading to significant reduction in patient mortality and health care costs.	Biotech, LifeSci		Biotech, LifeSci		http://www.heatseq.com					San Diego	
	Homecoin		Jon Minerick	homecoin.com enables property sellers to save thousands by listing on the Multiple Listing Service (MLS) for a low, flat fee instead of paying a 6% commission. All from the comfort of your home	Real Estate, For Sale By Owner, E-Commerce, and Home Selling		Real Estate, For Sale By Owner, E-Commerce, and Home Selling		https://homecoin.com/					San Diego	
	HookIt		Scott Tiltom	Hookit is a data, ranking and insights platform that provides the most comprehensive solution to help brands amplify sponsorship spend.	E-Commerce, Social Media, Analytics, Sports, Brand Marketing, Events, Mobile		E-Commerce, Social Media, Analytics, Sports, Brand Marketing, Events, Mobile		http://www.hookit.com					San Diego	
n/a	I-Belong		Shikhar Ghosh		Consumer, Service Industry, Customer Service		Consumer, Service Industry, Customer Service							San Diego	
	Icarus RT		Ilya Shoniya	Icarus RT has developed a patent pending low-cost power boosting system for solar panels.					http://www.icarusrt.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	IE-9 Technology Corp													San Diego	
	IEEE.org		Upkar	IEEE is the worldês largest professional association dedicated to advancing technological innovation and excellence for the benefit of humanity.	Nonprofit Organization Managemen		Nonprofit Organization Managemen		IEEE.org						
	Incubee			App based database for startups. Investors can share companies they meet with, with their team				Neal Bloom involved.				Allison		San Diego	Notes : Neal Bloom involved. Met With: Allison
	Independa		Kian Saneii	subscription services platform offering technology-enabled, independent-living solutions for the elderly.	Subscription Service, Assisted Living		Subscription Service, Assisted Living		http://www.independa.com					San Diego	
?	INF Microsensors, Inc		Visarath In											San Diego	
n/a	Innovative Lifestyles LLC													San Diego	
	INOVA DRONE		Chad Amonn, Alex fuller, Rick Thorne	INOVA Drone is is a San Diego based drone company proudly powered by TechStars at the Qualcomm Robotics Accelerator.	Drones, Robotics, Aerospace		Drones, Robotics, Aerospace		http://www.inovadrone.com/					San Diego	
n/a	Inside Feedback, LLC			Our first product, the EQ Suite, focuses on developing employee emotional intelligence (EQ) skills, but the Suite also solves an additional problem for organizations: Collecting timely and meaningful employee wellness and engagement data (currently a $1Billion industry using delayed surveys).								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Inspire Innovation Co dba Pickee													San Diego	
	Intro Pulse		Nancy Dost	ntroPulse is a SAAS Platform that allows employers and hiring managers to post and customize their jobs as a one-way interview on 100's of job boards and social media with one click.	IT, SaaS, HR		IT, SaaS, HR		https://intropulse.com/					San Diego	
	Invax		Matt	InvVax is commercializing the world's first universal influenza vaccine.	LifeSci		LifeSci							LA	
	Inveeka (limbis mobile)			Limbis allows attendees to quickly and easily view, bookmark, and share digital vendor content from their smartphone; content that is custom created for the event.	Mobile, Consumer		Mobile, Consumer		http://inveeka.com					San Diego	
	Invieo			Invieo, formerly OneSpark, supplies powerful data and unique direct customer data to the hospitality, sport, and entertainment industries.	Apps, Consulting, Hospitality, Mobile, Customer Service		Apps, Consulting, Hospitality, Mobile, Customer Service		http://www.invieo.com/					San Diego	
	It's Borrowed		Michael Jacobsen	It's Borrowed provides a peer to peer app to manage the process of paid rentals between everyday people. Items you own can be put to work to make you money. Acquire items you want to use but don't need to own or store.	Mobile Apps, Sharing Economy, Mobile		Mobile Apps, Sharing Economy, Mobile		http://itsborrowed.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Ivera (Curos)		Bob Rogers	Ivera Medical Corporation is focused on the development and sale of disinfection products to reduce hospital acquired infections.	Health Care, Biotechnology, Hospital		Health Care, Biotechnology, Hospital		http://curos.com						
	IVOREEZ			Database of popular songs and color code system allows you to play piano to the tune of your fav song.	Music, interactive play and learn, edtech		Music, interactive play and learn, edtech		https://ivoreez.com/					San Diego	
n/a	IvyCor													San Diego	
	iWinks		Daniel Schonover, Andrew Smiley	a smart headband that measures vital signs to accurately track sleep, and uses onboard lights and tones to influences dreams.	wearable tech, IOT, neuroscience, and biosensors		wearable tech, IOT, neuroscience, and biosensors		http://sleepwithaurora.com					San Diego	
	JamClouds		Christoffer Wallin	Unite on Jamcloud's platform and collaborate in an online and realtime studio	Music, Cloudbased		Music, Cloudbased		http://www.jamclouds.com					San Diego	
	Jib Technologies		Paul Meyers, Brent Hranicky	Real-time, purchase-based targeting to millennial consumers via mobile.	Loyalty Programs, Brand Marketing, Payments		Loyalty Programs, Brand Marketing, Payments		http://jibb.in/					San Diego	
	Joynln		Bill Kisch	JoynIn is a mobile and web-based social commerce platform that facilitates customer relationship management of retail businesses.	Loyalty Programs, Social Media, Local, Mobile		Loyalty Programs, Social Media, Local, Mobile		http://heyjoynin.com					San Diego	
n/a	Justmeet LLC								http://www.kalostpx.com/					San Diego	
	Kalos Therapeutics		George Colberg	Kalos is developing a groundbreaking approach to treating cancers and related co-morbidities.	BioTech, LifeSci, Cancer		BioTech, LifeSci, Cancer							San Diego	
n/a	kareer .me			Kareer.me helps candidates Discover amazing companies theyêd love to work for. Companies showcase their culture, workplace, company life, team, benefits, and open opportunities to attract top talent to their team. Kareer.me is changing the way people look for their next career.	Recruiting, Job Search, Company Culture, and In-house Recruiting		Recruiting, Job Search, Company Culture, and In-house Recruiting		http://www.kareer.me					San Diego	
	Kickstagram		Ronan Galvin	We help brands/companies drive sales and brand awareness through automated Instagram growth optimization.	Instagram Marketing, Instagram For Business, Instagram Strategy, Social Media Marketing, Social Media Outreach, Social Media Analytics, and Digital Marketing		Instagram Marketing, Instagram For Business, Instagram Strategy, Social Media Marketing, Social Media Outreach, Social Media Analytics, and Digital Marketing		http://www.kickstagram.io			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Kickstagram		Ronan Galvin	Instagram marketing	Marketing, media		Marketing, media		https://www.kickstagram.io/					San Diego	
	Koriist		Ron Wangerin, Chad Trytten, Mat Guerrieri, Jake Freeman	We focus on connecting disparate communications networks with a revolutionary software defined multi-protocol data+network router overlay.					https://www.koriist.com					San Diego	
n/a	KudzuApp, LLC			Kudzu is a platform that empowers homeowners to care for their entire yard, not just their lawn. Kudzu will recognize plants, notify the homeowner when maintenance is required and perform the maintenance if needed.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Kyosk Integrated Solutions, LLC.			We are developing a system which maximizes the efficiency and perceived value of dollars spent for services and equipment by wireless consumers, and provides exciting direct consumer acquisition pipelines for both wireless carriers and OEM's alike; tailored primarily as a mobile application available on iOS, Android, and Web.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Kyosk.Biz		Elante Tate	A mobile platform that measures your cell usage, projects your costs through the end of your billing cycle, gives you the tools to find the best service that fits your individual needs, and allows you to change services or equipment as quickly and efficiently as possible with no hassles and stops in the store.		We provide a mobile platform that measures your cell usage, projects your costs through the end of your billing cycle, gives you the tools to find the best service that fits your individual needs, and allows you to change services or equipment as quickly and efficiently as possible with no hassles and stops in the store.	. Focus : We provide a mobile platform that measures your cell usage, projects your costs through the end of your billing cycle, gives you the tools to find the best service that fits your individual needs, and allows you to change services or equipment as quickly and efficiently as possible with no hassles and stops in the store.		http://www.kyosk.biz/					San Diego	
	Kyriba		Jean-Luc Robert	Kyriba offers SaaS-based treasury solutions that enable treasury departments to plan for market volatility, regulation, and opportunities.	SaaS, Risk Management, Finance, Enterprise Software, FinTech, Payments		SaaS, Risk Management, Finance, Enterprise Software, FinTech, Payments		http://www.kyriba.com					San Diego	
n/a	La Pwii													San Diego	
	Lab Fellows		Julio de Unamuno IV, Tim Ryan	ntegrated lab management platform.	Procurement, Biotechnology, Life Science, Logistics, Software		Procurement, Biotechnology, Life Science, Logistics, Software		http://labfellows.com/					San Diego	
n/a	lark.life													San Diego	
	Lash.Live		Nichole MacDonald (Sash Founder)	Live sales platform	E-commerce	B2B2C	E-commerce. Focus : B2B2C	Vidya				Allison, Eric, Taner & Cait		San Diego	Notes : Vidya Met With: Allison, Eric, Taner & Cait
	Leadpops		Robert Shuey, Andrew Pawlak	leadPops is the easiest way for mortgage pros, real estate agents, insurance agents, and attorneys to generate more quality leads, no setup	Real Estate, Legal, Insurance, FinTech		Real Estate, Legal, Insurance, FinTech		http://www.leadPops.com					San Diego	
	Learn2Earn		Hayley Brookes, Raphael Menko	Learn2Earn is a tech organization that provides online read-a-thon fundraisers for schools.	EdTech, Nonprofit	B2B	EdTech, Nonprofit. Focus : B2B		https://www.whooosreading.org/					San Diego	
	Learning Threads Corporation			Learning Threads is a crowd-sourced open learning online platform that enables users to optimize their learning experiences.					http://www.learningthreads.co					San Diego	
n/a	LendIt LLC			LendIt enables users to post and rent a variety of items for profit and saving time to find objects people do not necessarily want to buy. LendIt also acts as a connector between existing rental companies and their customers, increasing visibility and profit.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	LIA		David Warren	LIA is a mobile platform for the distribution of real-time content between marketing and sales teams at Global 2000 companies.	Sales Automation, Enterprise Software, Mobile		Sales Automation, Enterprise Software, Mobile		http://www.liaapp.com					San Diego	
	LoanHero		Derek Barclay, Kristin Slink	LoanHero provides financing for the important things in life, empowering merchants to extend instant financing at the point of sale.	Consumer, Point of Sale, Financial Services, Retail		Consumer, Point of Sale, Financial Services, Retail		http://www.loanhero.com					San Diego	
?	Locate Inv		Zack Schiffelbein												
	LocBit		ALVIN LAM, BOIAN SPASSOV, ANDRIJ WILHITE	Locbit is a company that helps companies and people connect their devices inside their buildings.	Enterprise Software, Hospitality, Internet of Things, IoT		Enterprise Software, Hospitality, Internet of Things, IoT		http://www.locbit.com					San Diego	
	Look Lateral		NiccolÖ Filippo Veneri Savoia	Delivering contemporary hand picked art daily 	Art, media, consumer, digital media, 	B2C	Art, media, consumer, digital media, . Focus : B2C	Based in Italy	http://www.looklateral.com/en/					San Diego	Notes : Based in Italy
	LoTec Enterprises		Ron Chinitz	Procuder of XY Axis stamp for math students	Consumer goods, Math, Students, Products		Consumer goods, Math, Students, Products		https://coordimate.com/					LA	
n/a	Louder Rewards / Affinity Influencing Systems													San Diego	
	Loyalty Generator		Bryce Ebeling	Data driven, business process: enforcement, reporting and improvement engine designed for consumer retail and service businesses.	Marketing Automation, Big Data		Marketing Automation, Big Data		https://loygen.com/					San Diego	
	LuckyBolt		Kristopher Schlesser	Lunch delivery service	Consumer, HealthTech, Restaraunt, Delivery	B2B	Consumer, HealthTech, Restaraunt, Delivery. Focus : B2B		http://luckybolt.com					San Diego	
	Manta Instruments		Rick Cooper	developer of technology for characterizing nanoparticles	Nanotechnology, Test and Measurement		Nanotechnology, Test and Measurement		http://www.mantainc.com/					San Diego	
	Matrisys Bio		Mark Wilson, Richard Gallo	derm based microbiome company with several phase 2 programs	Biotech / Microbiome, Pharmaceutical, Biopharma, Medical	Dermatology	Biotech / Microbiome, Pharmaceutical, Biopharma, Medical. Focus : Dermatology	Raising $3M (as of March 2017)	http://matrisysbio.com/		https://docs.google.com/document/d/1PZOm_Qtl0m5_XRhCneY0eIK2T-e8IJrPkrgEPf0O9RQ/edit			San Diego	Notes : Raising $3M (as of March 2017) ,https://docs.google.com/document/d/1PZOm_Qtl0m5_XRhCneY0eIK2T-e8IJrPkrgEPf0O9RQ/edit
n/a	MD-GDP Technologies Inc.													San Diego	
n/a	Measured Voice				Social Media, Management		Social Media, Management							San Diego	
	MediaZilla			Present professional videos with online interactive menus created in minutes. Easily export projects to DVD, Blu-ray and USB/offline formats.	Media, Media Delivery, Streaming		Media, Media Delivery, Streaming		https://mediazilla.com/					San Diego	
	Medipacs		Mark Banister	Medipacs is a developer of non-mechanical infusion pumps for the delivery of drugs.	Medical devices, Med, Hardware, Software		Medical devices, Med, Hardware, Software		http://medipacs.com					San Diego	
	Medsci Intl			Journal of Medical Sciences	Media, Journal, LifeSciences		Media, Journal, LifeSciences		http://www.medsci.org/					San Diego	
	Medspace		Bernabe Perez	Medspace has developed a Big Data software solution that will allow optimization, and streamline the currently inefficient processes, for medical collaborations between home health agencies and healthcare providers.	Lead gen, Healthcare		Lead gen, Healthcare		https://medspace.io			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	MEGAFANS.co			MEGAFANS.io is a combined mobile gaming, e-sports and fantasy sports platform where people can play for fun, cool prizes including cryptocurrenices and experiences.	e-sports, mobile, gaming		e-sports, mobile, gaming		http://megafans.co/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Memory Hive			Digital journal	Mobile, App, Media, Journal		Mobile, App, Media, Journal		http://www.memoryhive.com/					San Diego	
	MetaFlows Inc		Livio Ricciulli	MetaFlows has developed cutting-edge software that monitors network traffic to detect and protect against Malware and other advanced network security threats.	SaaS, Security, Cybersecurity, Network Security, Intrusion Detection System, Open Source Software, and Intrusion Prevention System		SaaS, Security, Cybersecurity, Network Security, Intrusion Detection System, Open Source Software, and Intrusion Prevention System		http://www.metaflows.com					San Diego	
n/a	MetraLabs													San Diego	
n/a	MG Therapies Inc.			MG Therapies will deliver cost effective relief to the 45 million Dry Eye Syndrome patients in the U.S. and Europe.	Healthcare		Healthcare					EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	mHealthGenie LLC			nutrition guide										San Diego	
	MicroDermis		Robert Degour	Microdermis Corporation manufactures and markets skin care products for skin repair and protection, antimicrobial, and dental skin care.	Biotechnology, Wellness, Manufacturing		Biotechnology, Wellness, Manufacturing		http://www.microdermis.com					San Diego	
n/a	mimo													San Diego	
